ds,HW_A,HW_A-lo-90,HW_A-hi-90,HW_M,HW_M-lo-90,HW_M-hi-90
2022-08-10,11895.127146181021,6067.57865286219,17722.675639499852,18976.724032822098,-2687.293426757831,40640.74149240203
2022-08-11,4867.346857770928,-961.4716681772697,10696.165383719126,7875.040209819903,-13788.977339301093,29539.0577589409
2022-08-12,3463.6085127162555,-2366.4984830393255,9293.715508471836,5658.0726650212955,-16005.944893461357,27322.09022350395
2022-08-13,6664.423150302993,833.009122902482,12495.837177703504,10777.918020078423,-10886.099577637897,32441.93561779474
2022-08-14,4358.33507497543,-1474.404670278932,10191.074820229791,7118.367490167552,-14545.65020294076,28782.385183275863
2022-08-15,6308.8144554402525,474.7301820435496,12142.898728836955,10256.236362387046,-11407.781383633179,31920.254108407273
2022-08-16,9063.96582558116,3228.5180899695188,14899.4135611928,14689.775631303773,-6974.242139235414,36353.79340184296
2022-08-17,11524.481099144923,5687.650843760763,17361.311354529083,18656.769855949817,-3007.248021403968,40320.7877333036
2022-08-18,11320.521275708086,5482.289319811627,17158.753231604547,18368.178638965193,-3295.839351071645,40032.196629002035
2022-08-19,10261.98694277995,4422.333982755684,16101.639902804214,16706.395517917827,-4957.622522629979,38370.41355846563
2022-08-20,7700.254539401036,1859.1611490678706,13541.347929734202,12612.947041743031,-9051.071040614414,34276.965124100476
2022-08-21,5842.920948040453,0.36757896554081526,11685.474317115366,9638.665225082395,-12025.352982826216,31302.683432991005
2022-08-22,8144.702699945145,2300.669681761404,13988.735718128886,13388.44834582987,-8275.569873167055,35052.46656482679
2022-08-23,5837.760782224384,-7.771677048287529,11683.293241497055,9673.152754578068,-11990.865476768113,31337.170985924247
2022-08-24,12713.875102518748,6866.823288888938,18560.926916148557,20846.552848667026,-817.4654134911725,42510.57111082523
2022-08-25,9693.421456998887,3844.8302547842304,15542.012659213544,15989.0250889825,-5674.9931812884315,37653.04335925343
2022-08-26,6180.055313103176,329.9045674487852,12030.206058757565,10296.900512979504,-11367.117781907316,31960.918807866325
2022-08-27,6777.893414863369,926.1628506231955,12629.623979103542,11297.531348308257,-10366.487001033485,32961.54969765
2022-08-28,9283.637759102903,3430.306981179465,15136.968537026341,15418.043242454129,-6245.975123959226,37082.06160886749
2022-08-29,9481.949308419262,3626.9978021070747,15336.900814731449,15773.861770366406,-5890.156622771072,37437.88016350388
2022-08-30,9931.589541582958,4074.996672915685,15788.182410250232,16542.331048645017,-5121.687381787462,38206.3494790775
2022-08-31,20055.165099798993,14196.91011590029,25913.420083697696,33142.7861285021,11478.767670669098,54806.8045863351
2022-09-01,5413.026454228886,-446.9115163330407,11272.964424790813,9167.411360180553,-12496.607143290728,30831.429863651836
2022-09-02,6561.993544519613,700.3515976654926,12423.635491373734,11086.329773997852,-10577.688795449125,32750.348343444828
2022-09-03,5908.760350684994,45.39332007449502,11772.127381295493,10028.271870050594,-11635.746992138982,31692.29073224017
2022-09-04,7359.425834034431,1494.3124947338374,13224.539173335026,12453.407773455821,-9210.611096877105,34117.42664378875
2022-09-05,6454.238030284423,587.3570402598498,12321.119020308997,10978.059847107526,-10685.959044895326,32642.07873911038
2022-09-06,12226.68941554327,6358.019316033743,18095.359515052794,20577.936712310686,-1086.0822461540847,42241.95567077545
2022-09-07,16649.98266507875,10779.50188097297,22520.46344918453,27957.697147107225,6293.678174842393,49621.71611937205
2022-09-08,5945.633003632252,73.31984384904263,11817.946163415461,10199.212596811853,-11464.806407749009,31863.231601372714
2022-09-09,4741.056216883127,-1133.1111252444225,10615.223559010676,8206.947019443824,-13457.072048282427,29870.966087170076
2022-09-10,2139.0440914518044,-3736.999354884912,8015.08753778852,3858.8744363247324,-17805.14464368146,25522.89351633092
2022-09-11,7441.350367189563,1563.4087799724266,13319.2919544067,12772.978819976139,-8891.040290809899,34436.997930762176
2022-09-12,3582.0518619308154,-2297.8100172492645,9461.913741110895,6313.26746062909,-15350.751707015595,27977.286628273774
2022-09-13,7134.773634126745,1252.9691978887467,13016.578070364743,12310.867022411865,-9353.152176532232,33974.88622135596
2022-09-14,7833.351629273431,1949.582257272561,13717.121001274301,13514.412485928962,-8149.60674403578,35178.431715893705
2022-09-15,3874.1362636541962,-2011.6205360183676,9759.89306332676,6853.338123631007,-14810.681217387266,28517.357464649278
2022-09-16,5173.265711437864,-714.5011206093304,11061.03254348506,9068.582862453179,-12595.436490393,30732.602215299357
2022-09-17,1571.8528088643066,-4317.946772641193,7461.652390369805,2971.3975472140805,-18692.621848735107,24635.41694316327
2022-09-18,2217.868042495334,-3673.987117515889,8109.723202506557,4081.9679250707104,-17582.05160593026,25745.987456071678
2022-09-19,3763.6189916546373,-2130.31468745287,9657.552670762145,6729.606144877884,-14934.413409034312,28393.625698790078
2022-09-20,6564.582526297386,668.5472763840908,12460.617776210682,11519.380069036612,-10144.63951317715,33183.39965125037
2022-09-21,8467.148279516074,2568.9882963963255,14365.308262635823,14786.752625377647,-6877.267178832799,36450.77242958809
2022-09-22,1758.2435781279905,-4142.064410858682,7658.551567114662,3339.037252234296,-18324.98257114509,25003.05707561368
2022-09-23,2653.955753325815,-3248.5236240131417,8556.435130664771,4888.324852604596,-16775.694993801873,26552.344699011068
2022-09-24,2701.2699059650286,-3203.4043515979993,8605.944163528056,4982.420086187742,-16681.59997322112,26646.4401455966
2022-09-25,1451.044072625315,-4455.848665977996,7357.936811228625,2839.5664516894976,-18824.45374082017,24503.586644199164
2022-09-26,2546.223837613844,-3362.9110913448694,8455.358766572557,4740.5108370711205,-16923.509533828685,26404.531207970926
2022-09-27,3542.6073357787723,-2368.7936009003483,9454.008272457893,6475.103125568805,-15188.918008868373,28139.124260005985
2022-09-28,9654.190700271814,3740.499830909913,15567.881569633715,17036.22016224728,-4627.801047848094,38700.24137234265
2022-09-29,2887.8674668064386,-3028.1373673419967,8803.872300954874,5370.55197058459,-16293.469342412976,27034.57328358216
2022-09-30,2236.1563360754926,-3682.1866016451595,8154.499273796145,4251.499775095011,-17435.326175645016,25938.325725835035
2022-10-01,2233.5825102588897,-3687.1227760387037,8154.287796556483,4258.5293217159115,-17438.214425590046,25955.27306902187
2022-10-02,2131.137288493719,-3791.954697138265,8054.229274125703,4091.452763109366,-17619.836056499098,25802.74158271783
2022-10-03,2977.2384250135906,-2948.264715993236,8902.741566020417,5580.516860408013,-16191.974338251253,27353.00805906728
2022-10-04,4224.250828954352,-1703.6880282776638,10152.189686186368,7773.164789503776,-14012.097583649298,29558.427162656848
2022-10-05,4472.2956900125655,-1458.1035486283963,10402.694928653527,8223.33143819537,-13571.356212087901,30018.019088478643
2022-10-06,2220.404350702548,-3712.4800383847023,8153.2887397897985,4293.651135709244,-17533.843508185346,26121.14577960383
2022-10-07,2267.672884528086,-3667.721527413216,8203.067296469388,4388.439120262637,-17442.28917480002,26219.16741532529
2022-10-08,2714.3411481668554,-3223.588261920212,8652.270558253924,5186.807792393044,-16652.11909345678,27025.734678242865
2022-10-09,3161.2749857301633,-2779.2145001885765,9101.764471648903,5987.75194613734,-15871.899188495914,27847.403080770597
2022-10-10,3108.7122051425663,-2834.3625361949184,9051.786946480051,5909.287444421096,-15955.153706537536,27773.728595379725
2022-10-11,4406.412527231234,-1539.2727505169614,10352.097804979428,8215.752963305076,-13657.285359040907,30088.79128565106
2022-10-12,6807.353568371802,859.0323723155288,12755.674764428075,12476.315161132095,-9477.727264164352,34430.357586428545
2022-10-13,1752.9170484593242,-4198.065548205096,7703.899645123744,3545.101802538576,-18425.446237154854,25515.649842232004
2022-10-14,2448.924868510368,-3504.744710959108,8402.594447979844,4793.609748958938,-17183.833138339858,26771.052636257733
2022-10-15,2546.197254975471,-3410.1849888837796,8502.579498834722,4979.157248160486,-17026.108609542007,26984.423105862978
2022-10-16,1645.2152251925395,-4313.90546351687,7604.33591390195,3384.145452625627,-18633.05739496306,25401.348300214315
2022-10-17,2341.1883658770375,-3620.6966465033292,8303.073378257404,4638.366821416971,-17381.748425208316,26658.482068042256
2022-10-18,4237.4381619623055,-1727.2371507518992,10202.11347467651,8040.800733429121,-14008.201647925991,30089.803114784234
2022-10-19,5637.749582403527,-329.7421046281024,11605.241269435155,10559.237624435975,-11533.988818505683,32652.46406737763
2022-10-20,1984.0372312354511,-3986.2970008934935,7954.371463364396,4033.2539136914565,-18075.601756425687,26142.1095838086
2022-10-21,2230.8879341055663,-3742.3151101694893,8204.090978380622,4488.53154235902,-17634.27644622552,26611.33953094356
2022-10-22,2028.6503929020264,-3947.4478263064684,8004.748612110521,4136.01469711203,-18079.359848979548,26351.38924320361
2022-10-23,2425.275448764205,-3553.744403370285,8404.295300898695,4863.02730592169,-17364.14979166071,27090.20440350409
2022-10-24,2822.100096561531,-3159.867941160512,8804.068134283574,5592.320989621707,-16642.67440509772,27827.31638434113
2022-10-25,3968.9271129886242,-2016.0157571124287,9953.869983089677,7679.015286122974,-14570.149789562924,29928.180361808874
2022-10-26,7623.444621132492,1635.5001782730405,13611.389063991945,14296.46462099815,-7995.4557887732535,36588.385030769554
2022-10-27,1915.677444236872,-4075.295404803522,7906.6502932772655,3987.566733982313,-18313.97326471177,26289.106732676395
2022-10-28,1414.1568039736703,-4579.871377165779,7408.18498511312,3086.1475820631395,-19226.865157288248,25399.160321414525
2022-10-29,2559.3038765638007,-3437.80665453805,8556.414407665652,5181.957946391697,-17202.247294704724,27566.163187488117
2022-10-30,1309.1737606093966,-4691.046229710359,7309.393750929152,2913.7281893527284,-19482.746215402574,25310.202594108032
2022-10-31,2803.700895929174,-3199.6557537003705,8807.057545558719,5654.179007069281,-16780.445460859213,28088.803474997774
2022-11-01,2201.9367482665784,-3804.58385104258,8208.457347575737,4566.941601665925,-18099.306789875518,27233.189993207372
2022-11-02,6101.1080795532225,91.39615047776078,12110.820008628685,11709.592997875141,-11072.988744920083,34492.174740670365
2022-11-03,550.8731702715331,-5462.057557810105,6563.8038983531715,1557.5999327861332,-21347.76170674501,24462.961572317272
2022-11-04,1994.4428286897532,-4021.73425622487,8010.619913604376,4221.227839233527,-18766.483824668332,27208.93950313539
2022-11-05,1742.3391142870937,-4277.111973305475,7761.790201879663,3768.231557585263,-19221.58470668775,26758.047821858276
2022-11-06,1689.8179448156634,-4332.934878746678,7712.570768378005,3682.012722616728,-19329.41586908136,26693.441314314816
2022-11-07,1786.9549725203237,-4239.127407176731,7813.0373522173795,3872.0856950811317,-19184.48717601918,26928.658566181446
2022-11-08,4382.835638667341,-1646.6042036263043,10412.275480960987,8679.460135741863,-14381.105564069805,31740.025835553533
2022-11-09,7436.7893582122,1403.964061141729,13469.61465528267,14333.906383042426,-8742.015475316175,37409.828241401025
2022-11-10,2477.815876454826,-3558.4229527101206,8514.054705619772,5186.6592881517645,-17980.058009854798,28353.376586158327
2022-11-11,3824.206670857315,-2215.4738522739194,9863.88719398855,7699.1616573512165,-15477.309939943856,30875.633254646287
2022-11-12,4873.156955265414,-1169.9935076725278,10916.307418203356,9661.914011109986,-13536.528387326247,32860.35640954622
2022-11-13,2569.8150535015575,-3476.8336784643225,8616.463785467437,5396.611303503769,-17845.53084665349,28638.753453661026
2022-11-14,3866.3296012342976,-2183.845811771553,9916.505014240149,7827.707437648014,-15498.114294896737,31153.529170192764
2022-11-15,4965.378782109616,-1088.3518061468494,11019.10937036608,9892.866781707191,-13444.659101008001,33230.39266442238
2022-11-16,10731.670122900516,4674.3557835784995,16788.984462222532,20657.055272853377,-2688.8166722959686,44002.92721800272
2022-11-17,8367.38296622808,2306.4562190177103,14428.309713438452,16288.612007092794,-7139.134064954651,39716.358079140235
2022-11-18,3805.8155729615905,-2258.752319369323,9870.383465292503,7781.628065969602,-15655.534919816571,31218.791051755776
2022-11-19,1655.671811995604,-4412.566042496924,7723.909666488132,3755.854615674412,-19686.760468021985,27198.46969937081
2022-11-20,2401.594219938569,-3670.3424929630382,8473.530932840176,5172.097914294752,-18302.22799514131,28646.423823730813
2022-11-21,2199.291104808168,-3876.373441351955,8274.955650968292,4803.174420398245,-18728.542828345417,28334.891669141907
2022-11-22,5798.078814271958,-281.34261799175147,11877.500246535668,11601.55748414602,-11934.97860646605,35138.09357475809
2022-11-23,4944.397976770384,-1138.8094718294305,11027.605425370199,10013.10861973519,-13549.075298704567,33575.29253817495
2022-11-24,2690.673004862665,-3396.3496670832046,8777.695676808535,5770.90137516366,-17876.5511381726,29418.353888499918
2022-11-25,891.9554754060318,-5198.911703061479,6982.822653873543,2368.664019141756,-21294.542495585454,26031.87053386897
2022-11-26,2785.323108390007,-3309.4179353268332,8880.064152106846,5977.953418707909,-17706.239360504667,29662.146197920483
2022-11-27,3932.2078046206275,-2166.4365380100976,10030.852147251353,8172.554789904473,-15565.31244510167,31910.422024910615
2022-11-28,1731.786332848309,-4370.7908166808365,7834.363482377455,3997.1917819521227,-19867.14971436691,27861.533278271156
2022-11-29,2278.121419561522,-3828.418118552052,8384.660957675096,5051.574568400011,-18880.96292555079,28984.11206235081
2022-11-30,6930.105634493071,819.5740530276662,13040.637215958475,13936.311934878822,-10068.699010721319,37941.32288047896
2022-12-01,78.86091529272198,-6035.692436751702,6193.414267337146,860.3606147405839,-23387.84950410328,25108.57073358445
2022-12-02,1521.7791294536842,-4596.825792233634,7640.384051141002,3638.0069633114267,-20669.276731781276,27945.290658404127
2022-12-03,920.7980620657113,-5201.888299540522,7043.4844236719455,2492.8382927247517,-21869.76102119882,26855.437606648324
2022-12-04,918.2136735870035,-5208.584068800363,7045.01141597437,2496.51312298713,-22036.239627826086,27029.265873800345
2022-12-05,3061.4287635666046,-3069.510370423008,9192.367897556218,6635.112056333987,-18027.64916634085,31297.87327900882
2022-12-06,4459.547672139994,-1675.5629336032498,10594.658277883238,9341.325265745065,-15369.919319431148,34052.56985092128
2022-12-07,960.1594670850836,-5179.152759263553,7099.47169343372,2603.976380943804,-22161.36875510902,27369.321516996628
2022-12-08,1206.729525354146,-4936.8145385209,7350.273589229192,3090.7131639580516,-21873.00237064445,28054.428698560554
2022-12-09,805.3793056714007,-5342.426880088016,6953.185491430819,2321.423340511141,-22860.08411898217,27502.93080000445
2022-12-10,1500.8131464300473,-4651.2855123752,7652.911805235295,3680.950870604125,-21587.729310668,28949.631051876255
2022-12-11,1697.7789515502677,-4458.642597631218,7854.200500731753,4074.3466426829154,-21287.674105198912,29436.36739056474
2022-12-12,6346.361536077605,185.5866136561217,12507.136458499088,13115.162014727386,-12483.528889919242,38713.85291937401
2022-12-13,1492.972801933327,-4672.186041488652,7658.131645355306,3697.0356871294775,-21982.492443475156,29376.563817734113
2022-12-14,2039.173693569654,-4130.399682872492,8208.747070011801,4774.140910253575,-21073.307294222755,30621.589114729908
2022-12-15,1537.5955421249905,-4636.423042977674,7711.6141272276545,3805.32560102427,-22463.271771107564,30073.922973156103
2022-12-16,2682.9420193894603,-3495.5525129953876,8861.436551774308,6058.232372581832,-20279.753179337335,32396.217924500997
2022-12-17,1682.0307362656395,-4500.970544364176,7865.032016895455,4109.883513940602,-22313.37522331722,30533.14225119842
2022-12-18,4928.819142990304,-1258.7197485474044,11116.358034528012,10485.495325686717,-16104.969927633314,37075.96057900675
2022-12-19,1177.96539056027,-5014.142035606677,7370.072816727217,3140.3573613268663,-23693.145323851837,29973.86004650557
2022-12-20,2173.1539303537675,-4023.5530145797757,8369.860875287312,5110.405134305417,-21747.283040221744,31968.093308832576
2022-12-21,3519.2642244511535,-2682.073283159284,9720.60173206159,7775.009857386813,-19143.12141176441,34693.14112653803
2022-12-22,5118.641273122587,-1087.3579002043261,11324.6404464495,10940.009156609018,-16088.397825879505,37968.41613909754
2022-12-23,768.65200623603,-5442.039994331992,6979.344006804051,2368.785747318266,-24701.42862439529,29439.00011903182
2022-12-24,1414.257436658916,-4801.158610515161,7629.673483832993,3657.0852399389696,-23421.32902305069,30735.49950292863
2022-12-25,1262.0027669933515,-4958.168603346837,7482.17413733354,3365.3488169021703,-23767.90254059066,30498.600174395
2022-12-26,4056.271401141749,-2168.686625474082,10281.22942775758,8920.93716053902,-18266.4131847366,36108.287505814646
2022-12-27,2554.2591944788983,-3675.5168774255762,8784.035266383373,5955.730261765391,-21247.63051987718,33159.09104340796
2022-12-28,6154.592581198362,-80.03298026488847,12389.218142661612,13121.16810643042,-14091.629598442783,40333.96581130362
2022-12-29,3248.4211033896013,-2991.08544651306,9487.927653292263,7366.209900315238,-19937.214766943056,34669.63456757353
2022-12-30,2946.021924932232,-3298.3971662541094,9190.441016118573,6778.507656559174,-20540.0877231085,34097.10303622685
2022-04-01,265954.7866516169,78394.58442865033,453514.9888745835,277754.5146640354,-46620.0433615041,602129.0726895749
2022-04-02,125522.90226524875,-62037.360422326994,313083.1649528245,131839.1124895876,-192535.4455360242,456213.6705151994
2022-04-03,139238.215806867,-48322.13291314687,326798.56452688086,146379.95171457453,-177994.60631118272,470754.5097403318
2022-04-04,140174.5200994769,-47385.94471758287,327734.9849165367,147582.14982793835,-176792.40819810837,471956.7078539851
2022-04-05,141710.36946062025,-45850.24601484797,329270.98493608844,149412.6362232785,-174961.92180290117,473787.19424945815
2022-04-06,190579.92913207444,3019.1239401127386,378140.73432403617,200737.55225441384,-123637.00577205193,525112.1102808795
2022-04-07,268682.7497779855,81121.71131476341,456243.7882412076,282522.8288457997,-41851.72918111365,606897.3868727131
2022-04-08,135082.40628021187,-52478.91350566855,322643.72606609226,143143.2090068261,-181231.34902035038,467517.7670340026
2022-04-09,147352.17790588783,-40209.47575061821,334913.83156239387,156235.93354465588,-168138.62448292607,480610.4915722378
2022-04-10,91039.81683314028,-96522.22773845422,278601.8614047348,97331.54897129176,-227043.00905703433,421706.1069996178
2022-04-11,114782.95588739197,-72779.54114016258,302345.45291494654,122473.59803076107,-201900.95999805455,446848.15605957666
2022-04-12,197381.22076838856,9818.205247694947,384944.2362890822,209431.57120333347,-114942.98682678406,533806.129233451
2022-04-13,218541.039032721,30977.434485518024,406104.64357992396,231906.7711777873,-92467.78685590919,556281.3292114838
2022-04-14,133611.66416510072,-53952.60443804017,321175.9327682416,142924.01171019208,-181450.54632451222,467298.5697448964
2022-04-15,107843.64410486727,-79721.3680795483,295408.65628928284,115989.22741007962,-208385.3306256435,440363.7854458027
2022-04-16,136181.37005591852,-51384.469730847864,323747.2098426849,146078.03681958764,-178296.52121813456,470452.5948573098
2022-04-17,136468.9444293957,-51097.81147634864,324035.70033514,146604.67500612666,-177769.88303265153,470979.2330449049
2022-04-18,141747.52844211628,-45820.23659457531,329315.2934788079,152403.58553965864,-171970.97250056398,476778.1435798813
2022-04-19,217959.84503521267,30390.973360493284,405528.7167099321,233016.5536148386,-91358.0044297163,557391.1116593935
2022-04-20,131239.9805234331,-56330.09979125229,318810.0608381185,141747.61180786433,-182626.94623868982,466122.1698544185
2022-04-21,147252.99717102168,-40318.39828014819,334824.3926221916,158913.64175018505,-165460.91629863175,483288.19979900186
2022-04-22,114044.58329553671,-73528.23828291391,301617.4048739873,123976.07593111304,-200398.4821211592,448350.6339833853
2022-04-23,156220.1816383388,-31354.181552138092,343794.54482881573,168876.57599690167,-155497.98205996217,493251.1340537655
2022-04-24,244696.79735762055,57120.77257677814,432272.822138463,262708.78045614314,-61665.77760235645,587083.3385146428
2022-04-25,394024.21237076784,206446.40152801087,581602.0232135248,420677.64085207443,96303.0827915786,745052.1989125703
2022-04-26,233447.62549328918,45867.8996242717,421027.3513623066,251420.90115308162,-72953.6569145699,575795.4592207331
2022-04-27,159566.3016877583,-28015.472664219007,347148.0760397356,173393.40753308768,-150981.1505373577,497767.9656035331
2022-04-28,149511.70884829466,-38072.25193522041,337095.6696318097,162951.337492139,-161423.22058120833,487325.8955654863
2022-04-29,122638.91683906314,-64947.372815939045,310225.20649406535,134588.0625112384,-189786.49556789763,458962.6205903744
2022-04-30,170175.85269210357,-17412.912765165616,357764.61814937275,185410.11023771763,-138964.44784918497,509784.66832462023
2022-05-01,233333.47120540513,45742.078524833836,420924.86388597643,252799.61692623972,-71574.94116570303,577174.1750181825
2022-05-02,157653.60099525505,-29940.574819297588,345247.7768098077,172575.89387499253,-151798.66423833554,496950.45198832056
2022-05-03,156141.6992841928,-31455.420064016624,343738.8186324022,171206.93347466714,-153167.62466994434,495581.4916192786
2022-05-04,110795.63549026372,-76804.59227958869,298395.86326011614,123017.68308911058,-201356.8750617872,447392.2412400084
2022-05-05,133441.81180274094,-54161.69376432692,321045.3173698088,147438.18047027942,-176936.37770573457,471812.7386462934
2022-05-06,164499.4883646309,-23107.46886204675,352106.4455913085,180864.44774402826,-143510.11043591113,505239.0059239677
2022-05-07,194165.05228150435,6554.465046806057,381775.6395162026,212788.42562357336,-111586.13256032532,537162.983807472
2022-05-08,304499.10255468765,116884.70247838867,492113.5026309866,330853.24669094814,6478.688491116394,655227.8048907799
2022-05-09,135336.32401168605,-52282.076224072225,322954.7242474443,150373.0287908745,-174001.52941363203,474747.58699538105
2022-05-10,184651.07607700836,-2971.516119411972,372273.6682734287,203442.21107167253,-120932.3471358282,527816.7692791732
2022-05-11,138854.49763174585,-48772.48280890347,326481.4780723952,154605.71414399872,-169768.8440729681,478980.2723609655
2022-05-12,186842.66991461517,-788.8995351683116,374474.23936439864,206680.34975067162,-117694.20848053225,531054.9079818755
2022-05-13,160058.44368247662,-27577.920021611004,347694.8073865642,177847.40768907897,-146527.15054688483,502221.96592504275
2022-05-14,228417.29264240107,40775.92495969622,416058.6603251059,251439.67477458352,-72934.88346665897,575814.233015826
2022-05-15,292345.05440289876,104698.46853929153,479991.640266506,320245.435326065,-4129.122939213354,644619.9935913433
2022-05-16,139286.12273658393,-48365.89998696142,326938.14546012925,156229.36570856217,-168145.1925635373,480603.92398066167
2022-05-17,116659.68825169768,-70997.9944862991,304317.37098969443,132068.08044625938,-192306.47783142354,456442.63872394233
2022-05-18,125881.33871549013,-61782.23166562355,313544.9090966038,142232.3177924505,-182142.2404957351,466606.87608063617
2022-05-19,131307.9489241977,-56361.74120147145,318977.6390498668,148314.8712491331,-176059.68705994418,472689.4295582104
2022-05-20,127402.78222077043,-60273.264222232305,315078.82866377314,144320.68010313582,-180053.8782124027,468695.23841867433
2022-05-21,212153.72509826595,24471.08129530106,399836.36890123086,236008.65401171127,-88365.90431322143,560383.212336644
2022-05-22,271054.37854951905,83364.89187565882,458743.8652233793,299741.74537051626,-24632.812985549972,624116.3037265826
2022-05-23,148583.59405865992,-39112.98546373003,336280.1735810499,167919.4894414487,-156455.06892240042,492294.0478052978
2022-05-24,137480.14539803704,-50223.78141555612,325184.0722116302,156139.23389335378,-168235.32448000292,480513.7922667105
2022-05-25,156849.48429127506,-30862.048719512124,344561.01730206225,177356.4206816398,-147018.13770879048,501730.9790720701
2022-05-26,124674.32259213933,-63045.07998336767,312393.7251676463,142710.5609016091,-181663.99751895157,467085.1193221698
2022-05-27,142933.95978560054,-44793.580181842786,330661.49975304387,162755.49148401886,-161619.0669523896,487130.0499204273
2022-05-28,247087.27033042314,59351.320686043124,434823.21997480316,275842.57962789404,-48531.9788297051,600217.1380854931
2022-05-29,298510.1162178344,110765.48015570399,486254.75227996486,331883.64277830697,7509.084252350964,656258.201304263
2022-05-30,140994.5125328775,-46759.0911415951,328748.1162073501,161360.14747698396,-163014.41109598835,485734.70604995626
2022-05-31,136336.63317292687,-51426.22376015669,324099.49010601046,156527.32664847563,-167847.23199101668,480901.885287968
2022-06-01,203449.34409519678,15676.94380772402,391221.74438266957,229734.09088756502,-94640.46782411667,554108.6495992467
2022-06-02,316314.7931964633,128532.55501154909,504097.03138137754,352625.0655039608,28250.50672098517,676999.6242869365
2022-06-03,379356.3951568913,191564.0200865133,567148.7702272693,421332.66586730373,96958.10703160224,745707.2247030053
2022-06-04,414457.48176478024,226654.6663783197,602260.2971512408,459778.3513515056,135403.7924666833,784152.9102363279
2022-06-05,406444.6647090579,218631.10113574393,594258.2282823719,451536.5548336903,127161.99584270571,775911.1138246749
2022-06-06,101412.71828878442,-86411.90577979024,289237.34235735907,119744.2168990692,-204630.3421550452,444118.7759531836
2022-06-07,246433.83618739469,58597.834880104114,434269.83749468526,278323.607244494,-46050.95187044656,602698.1663594346
2022-06-08,379240.59995062836,191392.9002287805,567088.2996724762,423296.3810966133,98921.8219068874,747670.9402863393
2022-06-09,313711.8989572907,125852.17521539435,501571.622699187,352381.89063498017,28007.33132681588,676756.4499431445
2022-06-10,145837.2558549522,-42034.82193932193,333709.33364922635,169280.71902048506,-155093.84037360927,493655.2784145794
2022-06-11,109726.01400016907,-78158.75230276225,297610.7803031004,129910.48179654956,-194464.07767342043,454285.0412665196
2022-06-12,120543.96258856666,-67353.83110028597,308441.7562774193,142003.3743406418,-182371.18527926816,466377.93396055175
2022-06-13,128864.5821303722,-59046.582239607116,316775.7465003515,151370.723006378,-173003.8367256765,475745.28273843246
2022-06-14,214182.1911055765,26257.30834444653,402107.07386670646,245215.16719652954,-79159.39267807206,569589.7270711311
2022-06-15,291086.33186926064,103147.37859534018,479025.2851431811,329743.32962200395,5368.769613697135,654117.8896303107
2022-06-16,126526.95509206,-61426.425224623,314480.335408743,149487.61750036845,-174886.94270253187,473862.17770326877
2022-06-17,131255.91096585954,-56712.25732852469,319224.0792602438,154925.87377045094,-169448.6865316521,479300.434072554
2022-06-18,96451.99140445316,-91531.33020408942,284435.31301299576,116783.93060426928,-207590.62979280064,441158.49100133916
2022-06-19,100529.80071530302,-87469.04394184134,288528.6453724474,121490.86632155029,-202883.69424256374,445865.4268856643
2022-06-20,154338.60669735904,-33676.13513720053,342353.3485319186,181094.76788035737,-143279.79276613388,505469.3285268486
2022-06-21,201661.9606571482,13630.943125692196,389692.97818860423,233501.26191332462,-90873.29881259709,557875.8226392464
2022-06-22,310422.70062949514,122375.02449478168,498470.3767642086,353584.2797439833,29209.71894718049,677958.840540786
2022-06-23,120237.5691511743,-67827.15287616188,308302.2911785105,144137.96598981603,-180236.59489435548,468512.5268739875
2022-06-24,124415.79773068323,-63666.36185768177,312497.95731904823,148990.04094617607,-175384.51996835097,473364.6018607031
2022-06-25,109725.55448704617,-78374.43870574227,297825.54767983465,132944.72106281176,-191429.83988399964,457319.28200962313
2022-06-26,118645.27074421875,-69472.95646723424,306763.49795567174,143052.7714583946,-181321.78957269905,467427.33248948824
2022-06-27,122824.72582453724,-65312.14018643527,310961.59183550975,147913.74210915552,-176460.81895125774,472288.30316956877
2022-06-28,198425.36671367503,10269.452760038053,386581.280667312,231914.98972270745,-92459.57136796499,556289.5508133799
2022-06-29,329150.0860574578,140974.71066013767,517325.46145477786,376864.52864207135,52489.96751016291,701239.0897739797
2022-06-30,145401.4554375184,-42793.79925786817,333596.71013290493,173689.905376489,-150684.65582033547,498064.46657331346
2022-07-01,118823.40405389543,-69392.15214270238,307038.96025049326,144378.24282529936,-179996.31838862036,468752.80403921905
2022-07-02,124448.84225739058,-63787.44198762733,312685.12650240853,150867.68115297123,-173506.880081387,475242.24238732946
2022-07-03,106864.28014694259,-81393.16303297528,295121.72332686046,131508.95255836388,-192865.60873567223,455883.5138524
2022-07-04,119076.32665701167,-69202.71067866776,307355.3639926911,145343.27898264176,-179031.28234050976,469717.8403057933
2022-07-05,199265.0485195312,10963.977477832756,387566.11956122966,234869.04377196808,-89505.51755857372,559243.6051025098
2022-07-06,297484.81951350305,109161.27089121626,485808.3681357899,344409.5511443284,20034.989769407955,668784.1125192489
2022-07-07,151393.18687213727,-36953.28752443692,339739.66126871144,182108.27423797335,-142266.28717490393,506482.83565085067
2022-07-08,124458.57037722762,-63911.28230118143,312828.4230556367,152269.84504876667,-172104.71638076348,476644.40647829685
2022-07-09,109169.3765713456,-79224.31120491268,297563.0643476039,135400.04283681678,-188974.51861106112,459774.60428469465
2022-07-10,146852.49116738822,-41565.49282571883,335270.47516049526,177788.53040621933,-146586.03108073762,502163.0918931763
