y
220725.0
142375.0
68375.0
103150.0
94450.0
92700.0
91975.0
141575.0
115200.0
87200.0
79050.0
76200.0
89525.0
98600.0
132125.0
126125.0
85325.0
85800.0
91250.0
90075.0
104800.0
135875.0
113925.0
89850.0
92300.0
110450.0
82625.0
96275.0
143475.0
118775.0
83225.0
87500.0
87550.0
92100.0
109750.0
154175.0
139200.0
98900.0
101200.0
107750.0
88075.0
114750.0
164750.0
159025.0
137900.0
107900.0
150950.0
128000.0
152450.0
207800.0
181200.0
159025.0
185350.0
151950.0
174800.0
202225.0
289725.0
269275.0
167150.0
149750.0
119750.0
163675.0
192600.0
245375.0
199750.0
112925.0
103675.0
78300.0
112650.0
123325.0
183200.0
186950.0
111100.0
106625.0
77650.0
91050.0
121225.0
205775.0
168375.0
116225.0
98175.0
82500.0
115425.0
151325.0
166900.0
164600.0
116000.0
109825.0
82250.0
108175.0
134350.0
212850.0
247750.0
166625.0
121650.0
93450.0
112850.0
126550.0
184275.0
187350.0
137725.0
132625.0
120900.0
145200.0
232875.0
229325.0
334600.0
146850.0
174200.0
185075.0
177625.0
155300.0
224600.0
219500.0
127075.0
127800.0
127950.0
135600.0
195100.0
266675.0
230950.0
144300.0
144350.0
157350.0
137900.0
165575.0
250550.0
220225.0
129925.0
122425.0
159550.0
212950.0
275700.0
338800.0
276275.0
102450.0
106500.0
110500.0
121050.0
138975.0
244425.0
250475.0
225875.0
165525.0
235400.0
242425.0
264975.0
344050.0
228400.0
128175.0
136375.0
113050.0
127675.0
190125.0
292450.0
321500.0
129075.0
120675.0
120075.0
118525.0
166250.0
225525.0
235275.0
144775.0
131400.0
126975.0
120400.0
171750.0
248075.0
218375.0
148600.0
121850.0
125775.0
151600.0
172450.0
230175.0
247250.0
133900.0
122275.0
144275.0
147875.0
164375.0
276200.0
249875.0
173275.0
176100.0
184125.0
191625.0
250250.0
339950.0
346125.0
275900.0
266300.0
401725.0
359325.0
394700.0
463725.0
341950.0
295400.0
270875.0
277925.0
272850.0
323900.0
401225.0
386300.0
307975.0
266075.0
293650.0
276925.0
328700.0
423525.0
403250.0
341350.0
350025.0
314775.0
328075.0
348600.0
451900.0
474950.0
384000.0
368600.0
401950.0
410725.0
402325.0
532700.0
510875.0
369225.0
311575.0
389750.0
336375.0
335475.0
445975.0
374425.0
276375.0
274800.0
239425.0
260275.0
240725.0
311700.0
279175.0
195300.0
154525.0
162250.0
152250.0
186025.0
244025.0
221975.0
134850.0
133575.0
133725.0
148375.0
160875.0
249075.0
218975.0
138625.0
113225.0
119700.0
125725.0
149700.0
215800.0
225850.0
139125.0
117200.0
69925.0
120650.0
156075.0
224000.0
179250.0
122675.0
108475.0
123475.0
128775.0
200846.6320274941
148922.82032002858
147527.8572303271
115765.2706997788
109399.25142282194
111799.04444915277
157130.78609185255
175168.09396244813
168905.5069022707
183335.3044803904
64325.88183160707
96186.88188442342
113862.04461807263
150498.13832819037
151798.1775856904
126378.63606679847
153245.6230602153
98938.09290241267
110833.33962251405
102191.88231079755
125016.96686102264
147274.37711341644
154021.8127608734
173038.3785281054
125444.12074913527
145900.9716491195
145733.02115915617
173911.09237605584
199777.73794810273
173461.0830815455
210199.7400933687
190617.72041192258
127856.12175973885
125732.83661386662
148142.3393624085
174531.69382700237
133903.44176108128
144419.36418536236
102992.22713817336
108657.30091095006
106859.98276552642
179036.18820653457
174648.17226828972
136612.9888313854
178703.67599593737
126546.59204643044
117315.13232324368
158518.1520917673
163376.77084898693
218170.01437370523
205575.7375510799
158809.26565234206
119303.02691824315
107952.13528377822
136991.53917248786
133460.83604429156
122153.58562062445
110473.02678978514
130483.8782798425
92574.46992205405
125728.90042370585
86885.09119030475
95556.81655746081
128067.39019730194
90156.29053446525
114418.53362014983
77693.91224357692
79923.95165834793
108756.22111506182
110399.95744812135
70769.4382908027
87913.86686031344
120353.30697704665
78743.47692521702
91753.54261144568
153826.08664126872
81040.3186363526
98151.6713806577
92467.40384044018
125734.51766505573
103355.09857928782
139602.50753160304
88676.33646536461
99868.21033292415
187443.48583842418
167354.83372479543
151129.52132255796
122179.11760324755
118370.80506894518
120634.73548444049
132518.30208084392
198221.59518735562
